** Assembled operator Viscous Damping - 168 by 168, entries 168, symmetric
1,11, 1,11,  3.600000000000003e+11
2,11, 2,11,  7.200000000000002e+11
3,11, 3,11,  7.200000000000002e+11
4,11, 4,11,  3.599999999999999e+11
5,11, 5,11,  7.200000000000002e+11
6,11, 6,11,  1.440000000000000e+12
7,11, 7,11,  1.440000000000000e+12
8,11, 8,11,  7.200000000000000e+11
9,11, 9,11,  7.200000000000000e+11
10,11, 10,11,  1.440000000000000e+12
11,11, 11,11,  1.440000000000000e+12
12,11, 12,11,  7.200000000000001e+11
13,11, 13,11,  7.200000000000000e+11
14,11, 14,11,  1.440000000000000e+12
15,11, 15,11,  1.440000000000000e+12
16,11, 16,11,  7.200000000000001e+11
17,11, 17,11,  7.200000000000000e+11
18,11, 18,11,  1.440000000000000e+12
19,11, 19,11,  1.440000000000000e+12
20,11, 20,11,  7.200000000000001e+11
21,11, 21,11,  3.600000000000000e+11
22,11, 22,11,  7.200000000000000e+11
23,11, 23,11,  7.200000000000000e+11
24,11, 24,11,  3.600000000000000e+11
25,11, 25,11,  7.200000000000005e+11
26,11, 26,11,  1.440000000000000e+12
27,11, 27,11,  1.440000000000000e+12
28,11, 28,11,  7.200000000000000e+11
29,11, 29,11,  1.440000000000000e+12
30,11, 30,11,  2.880000000000000e+12
31,11, 31,11,  2.880000000000000e+12
32,11, 32,11,  1.440000000000000e+12
33,11, 33,11,  1.440000000000000e+12
34,11, 34,11,  2.880000000000000e+12
35,11, 35,11,  2.880000000000000e+12
36,11, 36,11,  1.440000000000000e+12
37,11, 37,11,  1.440000000000000e+12
38,11, 38,11,  2.880000000000000e+12
39,11, 39,11,  2.880000000000000e+12
40,11, 40,11,  1.440000000000000e+12
41,11, 41,11,  1.440000000000000e+12
42,11, 42,11,  2.880000000000000e+12
43,11, 43,11,  2.880000000000000e+12
44,11, 44,11,  1.440000000000000e+12
45,11, 45,11,  7.200000000000000e+11
46,11, 46,11,  1.440000000000000e+12
47,11, 47,11,  1.440000000000000e+12
48,11, 48,11,  7.200000000000000e+11
49,11, 49,11,  3.600000000000001e+11
50,11, 50,11,  7.200000000000002e+11
51,11, 51,11,  7.200000000000002e+11
52,11, 52,11,  3.600000000000001e+11
53,11, 53,11,  7.200000000000000e+11
54,11, 54,11,  1.440000000000000e+12
55,11, 55,11,  1.440000000000000e+12
56,11, 56,11,  7.200000000000002e+11
57,11, 57,11,  7.199999999999999e+11
58,11, 58,11,  1.440000000000000e+12
59,11, 59,11,  1.440000000000000e+12
60,11, 60,11,  7.200000000000001e+11
61,11, 61,11,  7.200000000000000e+11
62,11, 62,11,  1.440000000000000e+12
63,11, 63,11,  1.440000000000000e+12
64,11, 64,11,  7.200000000000000e+11
65,11, 65,11,  7.200000000000000e+11
66,11, 66,11,  1.440000000000000e+12
67,11, 67,11,  1.440000000000000e+12
68,11, 68,11,  7.200000000000000e+11
69,11, 69,11,  3.600000000000000e+11
70,11, 70,11,  7.200000000000000e+11
71,11, 71,11,  7.200000000000000e+11
72,11, 72,11,  3.600000000000000e+11
73,11, 73,11,  7.200000000000005e+10
74,11, 74,11,  1.440000000000001e+11
75,11, 75,11,  1.440000000000001e+11
76,11, 76,11,  7.200000000000000e+10
77,11, 77,11,  1.440000000000001e+11
78,11, 78,11,  2.880000000000001e+11
79,11, 79,11,  2.880000000000001e+11
80,11, 80,11,  1.440000000000000e+11
81,11, 81,11,  1.440000000000000e+11
82,11, 82,11,  2.880000000000001e+11
83,11, 83,11,  2.880000000000000e+11
84,11, 84,11,  1.440000000000000e+11
85,11, 85,11,  1.440000000000000e+11
86,11, 86,11,  2.880000000000001e+11
87,11, 87,11,  2.880000000000001e+11
88,11, 88,11,  1.440000000000001e+11
89,11, 89,11,  1.440000000000000e+11
90,11, 90,11,  2.880000000000001e+11
91,11, 91,11,  2.880000000000000e+11
92,11, 92,11,  1.440000000000000e+11
93,11, 93,11,  7.200000000000000e+10
94,11, 94,11,  1.440000000000000e+11
95,11, 95,11,  1.440000000000000e+11
96,11, 96,11,  7.200000000000000e+10
97,11, 97,11,  7.200000000000002e+10
98,11, 98,11,  1.440000000000000e+11
99,11, 99,11,  1.440000000000000e+11
100,11, 100,11,  7.200000000000002e+10
101,11, 101,11,  1.440000000000000e+11
102,11, 102,11,  2.880000000000001e+11
103,11, 103,11,  2.880000000000001e+11
104,11, 104,11,  1.440000000000001e+11
105,11, 105,11,  1.440000000000000e+11
106,11, 106,11,  2.880000000000000e+11
107,11, 107,11,  2.880000000000000e+11
108,11, 108,11,  1.440000000000000e+11
109,11, 109,11,  1.440000000000000e+11
110,11, 110,11,  2.880000000000000e+11
111,11, 111,11,  2.880000000000000e+11
112,11, 112,11,  1.440000000000000e+11
113,11, 113,11,  1.440000000000000e+11
114,11, 114,11,  2.880000000000000e+11
115,11, 115,11,  2.880000000000000e+11
116,11, 116,11,  1.440000000000000e+11
117,11, 117,11,  7.200000000000000e+10
118,11, 118,11,  1.440000000000000e+11
119,11, 119,11,  1.440000000000000e+11
120,11, 120,11,  7.200000000000000e+10
121,11, 121,11,  6.562500000000005e+09
122,11, 122,11,  1.312500000000000e+10
123,11, 123,11,  1.312500000000000e+10
124,11, 124,11,  6.562499999999998e+09
125,11, 125,11,  1.312500000000000e+10
126,11, 126,11,  2.625000000000000e+10
127,11, 127,11,  2.625000000000001e+10
128,11, 128,11,  1.312500000000000e+10
129,11, 129,11,  1.312500000000000e+10
130,11, 130,11,  2.625000000000001e+10
131,11, 131,11,  2.625000000000000e+10
